restaurant_name,number,review
Taco Shack,50,In another life  or possibly a dream  I ate here and liked it. No  it was a dream  because I ate here today for lunch  I have never had breakfast here  so cant review  and I can honestly say I dont know why anyone would eat here. Literally flavorless soft tacos  1 ground beef  one carne guisada  and that was after 3 tiny containers of their red and green sauce  also flavorless. Rice and beans saved the meal  Heck no. There could not have been any seasoning get near a hundred yards of that rice or beans. Place was not especially clean  girl behind the counter fairly rude. Take this one off this list of going back to.
Taco Shack,51,Best all around breakfast taco place in town. The Shack Taco is hard to beat  yet so is a classic Bacon and Egg tago.
Taco Shack,52,I m not quite sure what is the deal with the Medical Parkway Taco Shack.  I would give it 3 stars  but the last experience was a 1 star affair.  So I m averaging here.  The last time I was hungry for a taco on the way back home from downtown.  I did not want to wait in line at Torchy s since it was too close to lunch time  and the Medical Shack beckoned to me.  Well I ordered  but apparently this gringo was not welcome.  I sat around for a bit  got my taco  but since I have worked fast food in my youth  I checked the bag.  Not my order.  Not my taco  so I walk back inside.  I said hey  I think I have the wrong taco  maybe someone else s order.  So they just kind of look at me.  So I repeated.  They kind of looked at me.  So I used my Spanish with a bit of cussing thrown in after they told me to just throw the old taco away.  The Spanish I know threw them off.  Yep  my dad is fluent.  So the long story of it is  I have not been back.  I go right around the corner instead to the Lamar location  or Mi Victoria or Torchy s.
Tortilleria La Sabrocita,1,A coworker recommended this place for me and the best part is that they re on Uber eats so they have delivery    My go to order is a pound of meat with a pound of tortillas and that comes with salsas  cilantro  onions  and limes. I ve never been disappointed  food is AMAZING and the amount it s always right. The tortillas are perfect  if you want true good Mexican food this is it.
Tortilleria La Sabrocita,2,Everything from the tortillas to the salsa to the chips to the meat oh my goodness the meat was so delicious  I will definitely recommend to friends and family  Love the specious combination in options to go and dine in   will visit again 10 10 for sure 
Tortilleria La Sabrocita,3,My manager at work is a Taco connoisseur. He highly recommended this restaurant and we went for lunch the other day. The restaurant was packed but we only had to wait about 5 minutes for a table. I had the three street taco style fajitas. Came with beans  rice  a boiled red potato  cilantro and diced onions. The tacos were fantastic and seasoned well. They have that awesome green sauce that was spicy. Beans and Spanish rice was awesome too. I ll definitely go back.
Tortilleria La Sabrocita,4,BEST.MENUDO.IN.TOWN   I order it thru ubereats.  Always packed well  huge portion  tastes great. No pozole in it  so low carb  too  
Tortilleria La Sabrocita,5,Ok I am going to start off with the bad  The Location is on the Eastside of I 35. Its not in the greatest of areas. So lock your door.  some one right in front of the door trying to sell you something out of their Ice chest. Get past this less then attractive exterior and I promise the food will have you driving back for more   Ok that is out of the way...  You will walkup and either order a plate by number or meat selections by pounds. Be prepared to Speak Spanish or say Su Hablo English  They will get someone to the register who can help you.  Fresh home made tortillas   Flour and Corn   They have Aguas Fresca    Flavored fruit water  Lots of different types of Tacos to choose from and plates.  Your Tacos are served with Jalepeno  celantro onion and lime all on side.  I ordered 2 Carnitas tacos they gave me enough meet in the 2 tacos with 4 tortillas  to make 6 Tacos. They gave you chile sauces which by the way are delicious especially enjoyed the orange red one This place is totally worth it and I would go back  My advice is order your food and take it to go to enjoy in your home  work or in your car.
Tortilleria La Sabrocita,6,The customer services sucks bad. I was giving cold chips and my food came out a bit cold. I asked the waitress for warm chips and she told me that they have any.  But I have eaten here 3 or 4 times with my friends.
Tortilleria La Sabrocita,7,Delicious fresh corn tortillas  carne al pastor  and beef fajitas  Green salsa is so yummy. Didn t give them 5 stars bc service was slow even though I was the only customer in the place.
Tortilleria La Sabrocita,8,Great place to get fresh corn tortillas  A stack of 30 white corn tortillas is  2    The tortilleria is also a small taqueria with about a dozen dishes. There is a small dine-in area.   I got a carnitas gordita to-go and while it was good  I did want a little bit more seasoning on the pork.   If you want some chicharrones  this is the place  They have slabs of the stuff    Service was friendly and fast.
Tortilleria La Sabrocita,9,Delicious tacos  I had two tacos de cabeza and one taco de pastor. Authentic Mexican taste and place was pretty clean  people were nice.
Tortilleria La Sabrocita,10,Good food  good price  excellent service. I had the chicken milanese which is breaded chicken. Overall  good experience  I highly Recommended it.
Tortilleria La Sabrocita,11,Love this place   Their food is amazing.  Everything I have tried from tacos to the mariscos.   Seafood . Eat here 
Tortilleria La Sabrocita,12,I don t know Spanish but I was able to order the food which was great and freshly prepared.
Tortilleria La Sabrocita,13,The only reason I m giving it a two star rating instead of five is because they have pushy and judgmental beggers at their front door shaking their tin cup. The will ask you for money and when you say no  they will either say some smart remark right in your face or just give you the most disdainful look you ve ever gotten or sometimes they will just ask again. Am I missing something  How can the business allow this  Now that that has been said  the fajitas and guac are always on point. The food deserves five stars  the location zero.
Tortilleria La Sabrocita,14,Their breakfast Tacos are awesome and you can get it whole day  you should try them.   This is very much local type.   If you like spicy  you should ask for verde sauce  my favorite
Tortilleria La Sabrocita,15,This review is only for a takeout order of their homemade tortilla chips. They are worth the drive to purchase  especially if you are planning a party. Fried on premises  their chips are stuffed in big bags and are a great value and taste great. Much better alternative to the fried-in-store chips you can get at HEB and Randalls.
Tortilleria La Sabrocita,16,Pleasantly surprised at this place. Food was good  portions were large  and our waitress was polite. Are for two for less than twenty bucks. No complaints here.
Tortilleria La Sabrocita,17,Their authentic  delicious Carnitas make this place an instant 5 Star. Their speed of service and customer service in general even to Spanish speakers like me  is a poor half star.   What I recommend is going in  grab a pound of Carnitas and enjoy them in the comfort of your home.
Tortilleria La Sabrocita,18,Love coming to this place since I moved to Austin the only thing I dislike is the cashier in the tortilla section. She doesn t speak to you she doesn t acknowledge you or even welcome you she just has no kind of customer service. Person like that does not belong in the front of your business where she will be the first contact for anybody to walk into the door.  With customer service like that not being acknowledge not even when we order our items one really doesn t want to come back.  Me encanta venir a este lugar desde que me mov  para Austin.  Pero la cajera que tiene en el aria de las tortillas es muy fr a. No saluda a los clientes no les dicen nada cuando entran por la puerta alguien hacina no necesita estar enfrente sin ganas de no venir pa tras. Su negocio atrae a muchos clientes Pero cajeras hacina nom s no.
Tortilleria La Sabrocita,19,My family  amp  I have been coming here for a while now and it s a nice  small restaurant. The environment is comfortable  amp  all the food is cooked from scratch  so it s always fresh. However  the wait is longer than one may want it to be  sometimes we wait for our food up to 30 minutes.  It gets really packed on the weekends  so service is a little slow  but besides that  it s delicious. I would personally recommend la barbacoa and the breakfast tacos  they are some of the best I ve had. The prices are very affordable  too.
Tortilleria La Sabrocita,20,The above yelper took the words out of my mouth  Whether it be Chinese  Thai or Mexican  when a language barrier needs to be overcome while placing your order the probability for authentic  tasty eats is favorable.  I live and work near by so this has become my go-to spot for some real Mexican food. Today was my third visit so I am confident in their consistency. I have enjoyed the pork chili verde  grilled chicken and a burrito. They make all the tortillas in-house along with the sauces  chips and drinks. They also sell these staples in bags and tupperware at very good prices.  The prices range between  5 and  8 for a plate and I have never spent over  10 for a meal and drink. If you dont mind the location and are committed to seeking out good food for its own sake this should be on your list.
Tortilleria La Sabrocita,21,Authentic. That is the word to describe this place. I got breakfast tacos on flour tortillas. The tortillas are perfect. Not too thin or too thin. The red salsa they have has amazing roasted flavor and is just the right amount of spicy. The employees all have smiles on their faces  are polite and helpful. The pricing on all the menu items are great  You can get a full meal for 10 bucks. You won t leave feeling like you got jipped on the portions either. There is a bit of a language barrier  but that is all part of the experience   
Tortilleria La Sabrocita,22,Food is great.. But services are horrible. The lady who took my order didn t speak no English and had trouble with my order. They ended up charging me extra for packs of tortillas. and that s not what I wanted. The girl in the front when I told her acted like she didn t care or even tried to help me. The guy in the back who handed me my food was a great help.
Tortilleria La Sabrocita,23,I walked into this place this morning and it had a funky smell   as most whole in the wall places do on top of that the wait staff was not very courteous and did not speak one word of English  The food had lots and lots to be desired  and as if that wasn t enough. The man helping me weighed raw  bloody meat and then tried to weigh my barbacoa on the same scale without cleaning it. This place is absolutely disgusting     DO NOT EAT for your own safety 
Tortilleria La Sabrocita,24,This place is delicious  No the most inviting since it is primarily a tortilla factory and then the restaurant part was an afterthought.  So the restaurant feels a little cramped and when it s full or there are kids around it can be quite noisy   I am guessing capacity is the dining area is about 20 people and sometimes the clientele can be a little too blue collar.  In one particular instance I remember this one  tex-mex  hispanic  definitely not from Mexico but of Mexican American origins  speaking loudly to his friend and or on his blue tooth device and being incredibly vulgar   You could tell Spanish was not his first language but he was certainly trying  dropping all kinds of curse words in Spanish.  Nasty   The service is pretty decent  not slow at all but certainly not service with a smile.  Waitress  there s usually only one  is mostly if not completely Spanish-speaking so like others have said  this equates to authenticity   This is not Tex-Mex food.  And it is good   My girlfriend  Asian but loves Mexican food  loves the flautas  yes they are flautas  not rolled tacos or taquitos  there. They give you 4 to an order and they are fat and round   Filled with chunks of chicken  not shredded or  pulverized  chicken.  They are hearty and filling.  Tasty albeit a little too oily sometimes.  They don t skimp out on the meat nor the avocado that comes with the  side  salad.  I myself have grown fond of the Caldo de Res z.  Don t quite remember how they spell it as you can see plenty of typos on their menu...again  English is not the 1st language spoken here.  It is savory  not greasy  nearly boiling hot and perfect for one of those chilly winter days like we ve been getting here.  On a hot summer day I don t recommend it...yes it is still delicious but it ll have you sweating   Especially if you accompany it with a chile toreado.  Those suckers are hit or miss but they can have you in tears  Sabrosisimo   The caldo has carrot spears  potato  some cilantro  I think  and it comes with some Spanish rice that is just okay.  Just throw the rice into the caldo  it s better that way.  You get a side of warm tortillas and they don t skimp out on the tortillas   I think mine came with about 6 of them.  For caldo  go with the corn tortillas.  Flour would be a sin   Whenever in town I plan on going back.  Fingers crossed I don t have to share the small room with another  vato mofo dog ...whatever   People like that embarass me...I am Mexican American  just like him.  Still  give this place a try..despite the humble and cozy seating area  or the questionable neighborhood  or the only one way in and one way out parking lot  it s definitely good eating and worth it   La Sabrocita is worth it   Could it be better  Sure  But I ve yet to find one that IS better.
Tortilleria La Sabrocita,25,I knew this place was going to make it when I walked in and absolutely nobody in the place spoke a lick of English   I mean  it s definitely tough to get any change or customization of your order across  but I absolutely love it   I like when my ethnic foods are taken or cooked by people that aren t necessarily of US origin.  Okay  moving on the moment you walk in  you re completely overwhelmed by the smell of braised  boiled  and fried MEATS.  Think of them as a pre-cooked carniceria  because they have a large array and assortment of pork  beef  chicken  and lamb that have been prepared in a multitude of ways.  From chichharrones  fried pork skin rinds  to barbacoa  prepared from three different types of beef   the list is really endless on meat fillings.  You ll also notice once you walk in that there is a list of lunch dinner entrees that span across the top of the wall.  SO MANY OPTIONS -- and most of them very familiar to other taquerias around Austin.  My favorite of the meats was probably the al pastor  and I enjoy ordering them in the burrito entree.  Their burritos  by the way  are moreso like rolled tacos  that are pan-grilled to a slight crisp.  The meal also comes with a side of beans and a side-salad.  Their green sauce reminds me of Pollo Rico s--definitely a good thing.  Lastly--and I probably should have mentioned this earlier--they have fresh tortillas that you can also buy in bulk.  Thus  the  tortilleria    You see them making the tortillas from scratch from a HUGE tortilla machine.  Looked to me like they also packaged these into boxes  probably to be distributed in stores or restaurants.  Overall--I d go back from time to time for a nice lunch.  I would rank them around or even slightly above your average taqueria.
Tortilleria La Sabrocita,26,The food here is tasty but overpriced. The service was bad and they charged full price for the tea refills. No warning on this. The server constantly carried the food out with money in the same hand. The money was touching the plate. It was a horrible experience overall.
Tortilleria La Sabrocita,27,Tortillas were pretty good  I mean  they should be.  The barbacoa was no bueno.  Would go back to get tortillas but thats it.
Tortilleria La Sabrocita,28,Great food and very nice people  just not that one would expected a tortarillia to have such good food. Advise you to read the menue and the specials on the walls as they are very well priced for the quality and quantity of food. Corn torts are king here but they do have flour. Their salsas are also very good. Service is only lacking if you dont speak spanish  but as I see it that equals more adventure especially knowing the quality will be good.
Taqueria el Torito,1,What a nice little discovery  In the parking lot of a tire shop along with 2 other little food trailers  it s a little family-owned business with a couple of picnic tables. Dine  in  or get to go. Cash only.  I had a carne guisada and a beef taco on corn. The corn tortillas are clearly handmade  warm and hearty. Delicious   The tacos were amply filled and topped with cilantro and onion although you could choose lettuce and tomato. Hot red salsa  Green not as hot but still hot. Served with a bit of lime to squeeze.  They have a number of other items as well and a cooler in front with various beverages. They have at least one agua fresca that changes daily.  Inexpensive  quick  convenient - everything that a food trailer should be. Nothing over about  5.  See hours from the owner in the comments.  Recommended.
Taqueria el Torito,2,One of my favorite taco stand the homemade tortillas reminds me of my home town in Mexico. Great service never disappointed me
Taqueria el Torito,3,Recently started going to this place and WOW is the food great  All the tacos I ve tried are delicious and they have THE BEST corn tortillas I ve ever had. Normally I m not a big fan of corn but they make these by hand and they re the  meatiest   tastiest tortillas I ve ever eaten. If you get the sope  a kind of open face taco with more filling  they ll put it on an extra thick tortilla.  They make three kinds of salsa  red  green  and asadera  I think that s the name . Haven t tried the green but the red is delicious and pretty hot. So far my favorite is the asadera which is a little chunkier with a bit of a kick.  The place is owned by two women  mother and daughter  and they re super sweet. They accept call-in orders and I recommend you call ahead.   It s located in the parking lot of the Kwick In convenience store  next to the Wells Fargo bank.  They don t have a website but can be found on Facebook   a href   redir url https 3A 2F 2Fwww.facebook.com 2Feltorito2016 2F amp s efa3093e45344272a08430435adf267e8c24b13df533849a5f027a138695ef2d  rel  nofollow  target  _blank  facebook.com eltorito2016  a 
Taqueria el Torito,4,Amazing for a food truck  I actually believe they are a bit underpriced cause their food is so savory and their service is excellent  We went for breakfast and got the gorditas. They are big and so filling  Not to mention the amazing flavor  A definite win in my book  And their aguas frescas are delicious  Also  the lady that took our order was friendly  courteous and attentive to our needs. I would definitely be back 
Taqueria el Torito,5,I was surprised by the quality of food  Definitely a jewel  I ordered a Gordita and Torta with fries  I didn t expect much of quality since my total was only  12. With the first look at my food I realized I was In for a treat  The food was delicious and the portions are definitely bigger than most taco stands  Will definitely be coming back here 
Taqueria el Torito,6,Very delicious tacos and friendly service located in the parking lot of the  Kwick Mart.  Try the Puerco verde taco  I will definitely be returning 
El Vago Cantina,1,Best food and drinks. The service is great. It s rare that you find a place that checks all the boxes  but this is it. Highly recommend
El Vago Cantina,2,This place....   Is it a restaurant  Is it a discoteca  Is it the new neighborhood watch spot for the Mexico national football team   It s all great whatever identity it takes. Ordered some Birria Tacos with a large consume.  I suggest ordering the small  large was huge  Quick service and friendly smiles all around. I arrived at on off-peak time of 2 15pm with only a handful of others around. Looking forward to seeing how their HH crowd is   I ll be the Gringo posted up at the bar with my laptop  while trying to not make a mess by dipping the Birria into it s glorious broth  and I m perfectly fine with that.  Enjoy 
El Vago Cantina,3,Went to this place because of the food reviews. The vibe of this place was nice  I loved the neon signs and the place was very aesthetically pleasing and super instagram worthy  We had fun snapping some pics.  We ordered the birria ramen  an aguachile and Two micheladas. Overall we were satisfied with our food and the service time as well. Our waitress was pleasant but did minimal checking in which was strange because there were only 4 other tables and a couple more waitresses.However  we didn t take offense to this and didn t mind not being bothered. We didn t see a bartender at the bar so we didn t bother ordering any more drinks. The chips were not my favorite but I think that has to do more with the type of tortilla and it was just not for me.
El Vago Cantina,4,This was our first visit to El Vago Cantina  My husband and ordered their Birria de Res Tacos  Red Taco   It was absolutely delicious  It looked great but it definitely was not what I was expecting.  From other pictures I ve seen  there s supposed to be a red color to it. Ours had absolutely no redness. We then requested the sauce  consome broth . The broth is an additional charge of  3. This also had no redness to it.  The menu prices also showed  3.50 per Birria de Res taco. Instead the final bill came out to  4.50 per taco and it was listed as a Quesataco on the receipt.  In retrospect review it seems the waitress gave us the incorrect items that we ordered which is why it wasn t what we expected. My husband is a fluent Spanish speaker and placed our order in Spanish. So the order mishap isn t due to a language barrier. It also can t be due to being busy as there was only one other table.  I typically don t drink anything but water when I eat out. To my surprise  when I asked for water  I get a bottled water which is then charged at  1. I mean that s not expensive for water  but most places offer iced tap water at no extra charge.  If you re paying by card  one thing to know  there is a credit card processing fee added to the bill.  Overall the food tasted great  I was just disappointed in the price difference and what I ordered vs what I got.  I would definitely recommend trying this place as the food was indeed delicious   I hope next time I visit my experience will be better 
El Vago Cantina,5,Delicious and authentic food. Good amount of seats. Great drink selection   Very dark interior with red lighting--would be interested to visit it in the day.   Few options on the menu for vegetarians  but I m sure you can order a cheese enchilada or something with beans instead of meat.
El Vago Cantina,6,I promise this is a Restaurant you want to visit  Great Taco Restaurant and the staff are super friendly. Always great food  never disappoints.    Definitely recommend
El Vago Cantina,7,The food is really great  some of the best tacos in Austin.  But... I arrived there 30 minutes before closing  took a trip from Georgetown which is about a 40 minute drive. The restaurant was open but the waitress said the grill was closed and I could not order anything.  I spent my gas and time. If your schedule says you re open until a certain time  you can t close 30 minutes early.   So what time do you stop serving food  If I come again  will the grill be closed at an arbitrary time  You should display that you actually close earlier so I won t waste my time and gas.
El Vago Cantina,8,The drinks are delicious  the birria tacos are delicious but I recommend that they only give you lemon  cilantro and onion as a side because they give you a slice of cucumber and a slice of radish but just a little bit is like it s not nice Look  the Aguachile had no guacamole and since they didn t have just a few avocado slides  the waitress took too long to bring our drinks to the table and brought them in parts   She took a long time to ask us if we wanted to order something else  I think they need people with more experience to serve the customer   she was not good at serving us but we still left a tip 
El Vago Cantina,9,We had high hopes for El Vago as it is close to the house...we have been on a Birria taco quest since last year when they exploded on the ATX food scene  and we have been to quit a few and have a lot more to go. Arrived just a bit after 11...most of the lights were still off and the tables pushed together...weren t even sure they were open...we walked to the counter and was greeted by a friendly face...at this point I assumed they didn t have serving staff...which was cool...we placed our order for a total of 4 Birria tacos  Queso and Beans and rice...as we sat and waited for our food other people strolled in and were greeted by a waitress and seated ...Along with being seated they also received chips and salsa  which we were never offered...when the Queso landed  the chips were a unique shape and were fresh and crunchy...The Queso was not the creamy golden goodness we have partaken in at the 150  Mexican joints we have hit in Austin..this was nothing more then Ricos cheese sauce...sorry  you can t call that Queso in our eyes..needless to say it didn t get finished..a first for use...and when we ordered it was for one small Queso for  6...and we were charged for 2...when we tried to explain she told us they put both of them in one dish...so we paid  12 for 2 small Quesos when a large is just  10  ...there was a bit of a language barrier and it wasn t worth the effort. Now the bottled sauces were great ...The Birria Tacos had great flavor  but no consome ...you have to order it separately...another first for us as every other place it s offered with the meal...like I said the flavor was good  but the meat was fatty with not much chew..similar to the texture of the fatty part of brisket..which soaked into the tortilla and took the crispy griddled crispness away...as for the Beans and Rice...Rice was the star of the meal  light  fresh and tasted great...Overall the experience just didn t do it for us.
El Vago Cantina,10,Great place  lots of good food. They have a lot of drinks for adults and kids. Nice music. A lot of TV . Clean place and clean restrooms too. Highly recommend El Vago      
El Vago Cantina,11,This popped up as a new place to try yesterday and coincidentally a friend wanted Birria yesterday and mentioned this place. We decided to check it out. Wow  The food and drinks were amazing  We ordered the ceviche  queso flameado  Birria tacos and the queso Birria dipped in red sauce with a side of consomm . It was TDF. The consomm  was so flavorful and had the perfect amount of cinnamon. The drinks were also fabulous. I highly recommend El Vago. I can t wait to go again.
El Vago Cantina,12,Took my family with me to this place  I live about 5 minutes  been wanting to try it and today was the day. I will definitely come again at least once a week. I m serious  this place is so goddamn good  I want to try other dishes  aside from the food the michelada I got was good as hell. Environment I can tell it gets good at night  but during the day it s just as good  calmer. Owner and staff very friendly  shout-out to Jose thank you for your hard work and good ass food. Keep it up man. 5 stars  
El Vago Cantina,13,Came in not knowing what to expect after seeing a michelada sign outside. Michelada and Cantarito that I tried were great and the bartender Daisy was great and attentive the whole time. She recommended the pastor tacos which were great and made sure we were never sitting on an empty drink. Food is one thing but service is what it s about.
El Vago Cantina,14,Daisy is an amazing bartender to me.  She has been attentive  energetic  fun  funny and all around helpful lady. The food was great  and the music kept the energy up 10 10 would come again.
El Vago Cantina,15,Wish I could give this place more stars  Extremely friendly and welcoming owner and staff. The food  music and overall vibe is A-1  I will most definitely come back with my family.
El Vago Cantina,16,Nice enough setup but that is pretty much it. SERVICE-  The service is a let down. Walked in no one greets or seats us. We take a table on the patio  no one comes out for 15 mins. I find the waitress and she comes out. We try to order but she does not speak enough English for us to do so and has to go get someone. After a fairly long wait one of our entrees comes out  missing the queso on it which is brought out a few min later . I get to watch my wife eat while I still have no food. Halfway through her entree I think maybe they didn t get my order  I find someone  because no one checked on us since the food  and say where is my food while pantomiming to make sure she gets what I am asking. She says  still coming  and points to an uncooked burrito by the grill. Finally it comes to the table and I start to eat. After a few bites I realize that the service was to prepare me for the disappointment to come.  FOOD- Beans  out of a can  flavorless  like paste Queso  out of a can  an unnatural orange that reminded me of school cafeteria  cheese  or carnival nachos Chips  stale  possibly made here  Looked like tortilla cut up and fried in strips  Salsa  was great  fresh and flavorful  Meat  this was the worst part  the beef fajita  the upgrade from ground beef  was tiny little slivers that had no flavor and were about 50  inedible. Mostly fat and gristle  some hard cartilage that I had to spit out.  DRINKS- Drinks were ok  menu doesn t tell you everything that it comes with  price was ok  and flavor was great. Not very strong  I assume it had alcohol in it but could not tell and based on the quality of the food ingredients  I am sure it is the shelf underneath the bottom shelf but did not see them make it nor is it called out . I drank two large margaritas and did not get even a light buzz.  I paid and let the cashier know that the food quality was poor and she listened to it and said  ok  No manager  no anything really other than ok and a frown.  The expected end to an expectedly disappointing lunch. I had high hopes for what could be a cool spot.
El Vago Cantina,17,I live nearby and was really hopeful to find a good tex mex taco place nearby that I could drop in on. It is somewhat of a hole in the wall feel  there s a drive through and patio seating. There was one waitress working the restaurant who only spoke Spanish I think  she was hustling and although there was not many tables seated  4 tables    service was as a result  pretty slow. We requested water and did not receive any the entire meal. Our flavored margaritas were pretty sweet and tasted like syrup. I ordered the birria tacos after noticing the positive reviews - the consume  extra add on  was watered down  the tacos were fine but I wouldn t say there was the pronounced magical mix of flavors typical with birria tacos. I added rice beans for an up charge and only received the beans. The refried beans did not seem seasoned  very earthy. The mixed fajitas my friend ordered was overall tasty but the meat  steak  chicken  was smaller bite sized bits  which I think speaks to the quality. The shrimp on the fajitas were big and cooked nicely. And then  we were given plastic utensils to eat with. I was pretty disappointed.
El Vago Cantina,18,Good food definitely     The service I guess is somewhat ok not too bad.  We will be returning for sure 
El Vago Cantina,19,This place was such a vibe  I m only disappointed I found it on my last day in Austin  but I ll definitely be back  Good food  drinks  and music  Plus so many cute spots to take pics 
El Vago Cantina,20,Really good authentic food. I had the queso birra tacos and they were delicious  Staff was also super friendly.
El Vago Cantina,21,Man the good is really good I would recommend the shrimp quesadilla the horchata is my favorite overall a good spot lol I
El Vago Cantina,22,What a great place  with GREAT food service. Daisy is amazing and took wonderful care of us. Go daisy go     
El Vago Cantina,23,Just a heads up this place was Micheladas before and changed the name. I went to check out the specials for national margarita day  which was advertised for 2.22 . Deal you can t beat  Ordered one then asked for another one and she came back with a different drink that was  10    Not what I asked for  Also ordered a queso dip that wasn t even queso but melted taco cheese and was told to eat with a tortilla. Queso is meant to eat with a chip Sorry but I will not be returning.
El Vago Cantina,24,I saw an ad on FB about this restaurant  I thought it looked fun and a good place to hang out and have some drinks. I was excited for the patio area but it turns out it s just a small spot next to the parking lot. My first time here  I ordered some tacos and I was surprised the tortillas were hand-made. They were really good and authentic. I was not surprised to pay  3 for a small taco. The second time  the whole place had changed and no more hand made tortillas. The tacos are expensive and overall the food is really overpriced. I had some drinks and they really disappointed. I paid  18 for three small cups with cheap vodka. The drinks are not good at all. They advertise them as if they are bigger than what they really are. When I was there  there was only one other couple in the restaurant. Really disappointed with this restaurant. It s overpriced  and overrated.
El Vago Cantina,25,Fish tacos fresh and unique. We liked them with cucumbers and radishes instead of lettuce and tomato. Shrimp Mexicans was good. Think we ll go back.
El Vago Cantina,26,Delicious queso birria tacos and consome  Can t wait to come in and try the bar drinks 
Jasmine's Restaurant,1,Airline pilot recommended.  Great local spot for some really good tex-mex. Rustic local spot- just outside the airport- with some great happy hour deals for margaritas.
Jasmine's Restaurant,2,My family and I stopped in based on the reviews.  However  we were fairly disappointed.   The food was much more than expected and it wasn t all that good.    Service was scarce leaving us with empty cups and chip and salsa bowls when there was only one other table occupied.
Jasmine's Restaurant,3,If I could give this place 10 stars I would. From the looks of the outside I prob wouldn t have stopped. In my 70 years of dining I ve never had a better chili relleno it was fantastic. Will b back
Jasmine's Restaurant,4,Great margaritas. Great queso. Stopped in and the staff is super friendly. Highly recommend.
Jasmine's Restaurant,5,Ignore what it looks like outside. You will be rewarded once inside  with deliciousness. We had amazing green and red chilaquiles. Where has this been all my life  They had better than average salsa for the chips bought to the table and excellent coffee.
Jasmine's Restaurant,6,Love this place. The food is amazing.   Today I ordered shrimp a la diabla  the meal  not the appetizer. But they gave the appetizer. Not great  but I understand  mistakes happen. But when I called to let them know they told me that dish doesn t exist    It s right there in the right corner    I had that dish last Saturday.  Of course I will eat there again. But please don t tell me the dish doesn t exist when I ate it last Saturday and it s listed in the menu.Shrimp Diablo So  be careful so this doesn t happen to you  
Jasmine's Restaurant,7,Food is mediocre. Went in and ordered a chimichanga  the menu clearly states that it s stuffed with ground beef for 10.99. I was charged 12.99 which is the up charge for fajita meat. When I questioned it I was told that it was 2.00 to add any meat. It came with no rice and beans. The food isn t worth being given the run around. Not the 1st time I ve had a discrepancy in prices.
Jasmine's Restaurant,8,Was waiting for our flight looking for some breakfast  don t let the outside of the restaurant fool you  quickly seated and attended. Food was great highly recommend the chilaquiles in salsa verde  hands down the best Iv ever had. Defiantly recommend you won t be disappointed.
Jasmine's Restaurant,9,This place provides everything you need in an authentic Tex-Mex establishment. And with it being so close to the airport  it s extremely convenient.  We walked in with masks and were greeted so kindly. We chose our own table. The lunch specials were delicious. My carne guisada was tender and bold. The tortillas were also delicious. We all easily ordered with the friendly staff. The salsa was homemade and tasty.   I felt safe here during Covid. And I felt welcomed. If you are coming from the airport  and need a great place for lunch  Jasmines is perfect. This place welcomed me back to Texas in the best way.
Jasmine's Restaurant,10,I ve been to Austin a few times and I m always looking for good Mexican food....not just Tex-Mex. I found Jasmine s right here on Yelp and wanted to give it a shot. I am so glad I did  I got a sangria margarita  which was sooo good. I also ordered the mol  poblano and it didn t disappoint. The mol  was so flavorful and the plate was filling. The service here is also great. This restaurant is located really close to the airport so I will definitely be stopping by the next time I come into town.
Jasmine's Restaurant,11,We stopped in to eat while waiting on incoming flight. It was the middle of the afternoon so there were just 2 tables being served. Food tasted great  was hot and served quickly. Wait staff was friendly and attentive. Overall great experience.
Jasmine's Restaurant,12,Local  the best   If you are at an airport hotel  walk over or get the hotel to bring you   I have visited multiple occasions and food is always freshly prepared-salsa and chips free and wonderful 
Jasmine's Restaurant,13,Ok it s been a good while since I been back my yelpers   so this morning I decided to stop for breakfast and discovered this little hole in the wall . First thing I noticed of this business is they run warm inside and I personally don t  like eating in a hot atmosphere  I already do at work . Fast forwarding to the food  the quality is ok I ve had better from other taquerias. I ordered the migas with cheese and asked for homemade tortillas and when I opened them to re heated tortillas I  was disappointed. My co pilot ordered chilaquiles and received his order about 13 minutes later with his eggs still on back order. Not bashing this place but a little of tightening up will definitely be the key for a successful review next time. Hope this helps out community  thanks for reading .
Jasmine's Restaurant,14,Just landed in Austin TX  drove out from the airport and saw it -  Love those places     Local Mexican restaurant  Fresh     And good food
Jasmine's Restaurant,15,Hole in the wall joint that you wouldn t look at twice if you were passing by however this was truly some of the most authentic and tasteful Mexican food I ve had in years. None of the Mexican restaurants I have been to since have come close to how good the food was here. Absolute A  rating 
Jasmine's Restaurant,16,Jasmine s is what you could call an almost  hole in the wall   a stones throw away from Austin-Bergstrom International Airport.   Food  There s a variety of options  but this review is focused on breakfast. The huevos rancheros  specifically. Eggs were cooked to a perfect sunny side up  refried beans were plenty and delicious  and the ranchero sauce had a nice deep flavor to it - not too spicy  and not too watery. Our waitress was kind enough to indulge us with an extra egg and extra beans in lieu of potatoes and tortillas  yes  we are those people .   Service  Friendly and warm. You ll seat yourself  but they are quick to bring out a menu and get your beverage orders. Drinks are consistently refilled without ever raising a hand.   Cost  Two huevos rancheros with sausage  a coffee  and an ice tea cost  24 after tax. Really can t beat that.   Overall  There s parking outside  A C  it s clean and welcoming  they take credit cards  and if you re headed to the airport  it s well-located for a meal before you check-in.
